donorId,age,income,pastDonations,numberOfKids,married,zipCode,month,donation
4408,67,1,no,0,0,35366,5,0
4409,28,3,no,0,1,38941,5,0
4410,51,2,no,0,0,30576,5,0
4411,28,2,no,0,1,34914,5,0
4412,64,3,no,1,1,37344,5,0
4413,58,2,no,1,0,32893,5,0
4414,36,2,no,2,0,34139,5,0
4415,32,2,no,1,1,39030,5,0
4416,44,1,no,0,0,32524,5,0
4417,64,2,no,3,0,36818,5,0
4418,79,2,no,2,1,30586,5,22
4419,54,3,no,2,1,30012,5,0
4420,35,2,no,1,0,30088,5,0
4421,27,1,no,1,0,33962,5,0
4422,37,3,no,0,0,35472,5,0
4423,38,1,no,0,1,32952,5,0
4424,27,1,no,1,1,38925,5,0
4425,46,3,no,1,1,35569,5,0
4426,50,3,no,0,0,35863,5,0
4427,30,2,no,0,0,35604,5,0
4428,45,2,no,3,1,35551,5,0
4429,48,2,no,1,0,32479,5,0
4430,66,3,no,3,0,35382,5,0
4431,55,1,no,2,1,32406,5,0
4432,51,2,no,3,0,37852,5,0
4433,55,2,no,2,1,34856,5,0
4434,61,3,no,3,0,33463,5,0
4435,28,2,no,2,1,30544,5,0
4436,54,2,no,2,0,39163,5,0
4437,37,2,no,3,0,38103,5,0
4438,67,2,no,0,1,31402,5,0
4439,60,2,no,2,1,32354,5,0
4440,40,2,no,3,1,34955,5,0
4441,41,2,no,2,0,35315,5,0
4442,39,1,no,2,0,33078,5,0
4443,78,1,no,2,0,36607,5,8
4444,36,2,yes,0,1,30114,5,0
4445,29,1,no,2,0,33655,5,0
4446,26,3,no,1,0,33840,5,0
4447,39,2,no,1,0,34710,5,0
4448,66,1,no,2,1,33018,5,0
4449,48,2,no,1,1,36817,5,0
4450,25,3,no,1,1,38259,5,0
4451,45,3,no,1,1,33898,5,0
4452,57,3,no,1,0,37644,5,0
4453,39,2,no,0,1,32235,5,0
4454,54,2,no,2,1,39076,5,0
4455,29,2,no,4,0,32777,5,0
4456,50,2,no,1,0,37360,5,0
4457,70,2,no,2,1,39245,5,0
4458,64,3,no,2,0,38212,5,0
4459,45,2,no,2,0,37559,5,0
4460,29,1,no,1,0,30932,5,0
4461,40,3,no,4,1,31413,5,0
4462,73,1,no,2,1,31464,5,0
4463,32,1,no,1,1,36456,5,0
4464,67,2,no,1,1,35658,5,0
4465,52,2,no,0,1,30380,5,0
4466,26,2,no,1,0,33352,5,0
4467,36,1,no,1,0,32579,5,0
4468,60,2,no,1,1,39390,5,0
4469,41,2,no,1,1,34461,5,0
4470,58,2,no,0,1,33069,5,0
4471,51,2,no,0,0,36378,5,0
4472,63,3,no,0,0,37696,5,0
4473,26,3,no,0,1,35329,5,0
4474,31,2,no,2,0,37376,5,0
4475,44,1,no,2,1,30830,5,0
4476,44,2,no,1,1,35273,5,0
4477,35,1,no,1,0,39143,5,0
4478,48,2,no,0,1,30899,5,0
4479,74,3,no,0,0,36726,5,12
4480,43,3,no,4,0,34409,5,0
4481,39,3,no,2,0,32705,5,0
4482,62,2,no,1,1,35747,5,0
4483,55,2,no,0,1,32292,5,0
4484,49,3,no,1,0,33597,5,0
4485,26,2,no,0,0,35199,5,0
4486,36,1,no,0,0,32439,5,0
4487,59,2,no,1,0,38058,5,0
4488,63,3,no,0,0,35830,5,0
4489,64,2,no,1,0,35627,5,0
4490,31,1,no,0,1,33763,5,0
4491,28,1,no,2,1,31491,5,0
4492,50,2,no,0,0,36569,5,0
4493,30,1,no,3,1,35068,5,0
4494,51,3,no,1,0,30563,5,0
4495,40,3,no,3,0,33008,5,0
4496,29,3,no,0,1,33026,5,0
4497,61,2,no,3,1,34678,5,0
4498,51,2,no,4,0,32433,5,0
4499,77,2,no,4,1,39549,5,24
4500,60,2,no,2,0,35826,5,0
4501,51,2,no,2,1,38090,5,0
4502,58,1,yes,3,0,39550,5,0
4503,42,1,no,3,0,39529,5,0
4504,57,1,no,1,0,33723,5,0
4505,27,2,no,1,1,34432,5,0
4506,34,2,no,2,0,32304,5,0
4507,54,2,no,1,0,38195,5,0
4508,72,3,yes,0,1,31746,5,0
4509,53,2,no,0,1,37279,5,0
4510,47,1,no,3,1,36590,5,0
4511,78,3,no,2,0,31852,5,7
4512,44,1,no,1,1,33019,5,0
4513,72,2,no,4,1,37361,5,0
4514,38,1,no,0,1,34355,5,0
4515,46,2,no,0,1,35748,5,0
4516,48,2,no,0,1,34791,5,0
4517,80,1,no,2,1,37453,5,6
4518,38,1,no,0,0,39865,5,0
4519,70,1,no,1,1,36032,5,0
4520,45,2,no,3,0,30779,5,0
4521,75,3,yes,1,1,36411,5,6
4522,54,2,no,0,1,37672,5,0
4523,62,2,no,2,1,36262,5,0
4524,28,1,no,1,1,30641,5,0
4525,55,3,no,2,0,31607,5,0
4526,58,1,no,1,1,31005,5,0
4527,79,2,no,4,0,31234,5,21
4528,56,3,no,0,0,36812,5,0
4529,59,2,no,0,0,38290,5,0
4530,69,1,no,0,1,33851,5,0
4531,63,2,no,0,0,34082,5,0
4532,55,3,no,4,1,39251,5,0
4533,27,2,no,1,1,34074,5,0
4534,40,3,no,0,1,34930,5,0
4535,77,2,no,1,1,39773,5,23
4536,43,1,no,1,1,32064,5,0
4537,71,2,no,2,1,31768,5,0
4538,64,3,no,1,1,33416,5,0
4539,33,2,no,1,0,39606,5,0
4540,54,2,no,1,0,37928,5,0
4541,31,1,no,0,0,38604,5,0
4542,62,2,no,1,1,38947,5,0
4543,75,2,no,1,0,39510,5,0
4544,26,2,no,0,0,31797,5,0
4545,27,3,no,2,1,38118,5,0
4546,48,3,no,0,1,34487,5,0
4547,80,1,no,3,0,37159,5,6
4548,69,1,no,4,1,37788,5,0
4549,29,3,no,2,0,32131,5,0
4550,79,1,no,1,0,32131,5,7
4551,50,3,no,3,0,34040,5,0
4552,35,2,no,0,0,30934,5,0
4553,37,1,no,0,1,30164,5,0
4554,43,2,no,0,0,37267,5,0
4555,42,1,no,0,0,39306,5,0
4556,56,2,no,0,1,36213,5,0
4557,57,1,no,0,0,35552,5,0
4558,63,2,no,0,1,35079,5,0
4559,56,3,no,3,0,32914,5,0
4560,31,3,no,0,0,35110,5,0
4561,27,2,no,1,0,34260,5,0
4562,80,3,no,0,0,38305,5,6
4563,68,2,no,2,1,37881,5,0
4564,55,2,no,1,1,31443,5,0
4565,64,1,no,1,1,37225,5,0
4566,65,1,no,3,0,34492,5,0
4567,72,3,no,1,1,34439,5,0
4568,36,1,no,3,1,35704,5,0
4569,49,2,no,4,0,30335,5,0
4570,62,2,no,2,1,30666,5,0
4571,60,1,no,3,1,32492,5,0
4572,43,3,no,0,0,30925,5,0
4573,26,2,no,0,1,30982,5,0
4574,48,2,no,1,0,31229,5,0
4575,29,1,no,3,1,38465,5,0
4576,40,2,no,2,1,34829,5,0
4577,62,1,no,3,1,31976,5,0
4578,32,1,no,1,0,30124,5,0
4579,70,2,no,4,1,32087,5,0
4580,74,1,no,0,0,32848,5,0
4581,38,3,no,0,0,33773,5,0
4582,32,3,no,1,0,37014,5,0
4583,80,3,no,1,0,32654,5,6
4584,71,2,no,0,0,35373,5,0
4585,40,3,yes,1,1,34010,5,0
4586,36,2,no,0,1,37076,5,0
4587,65,3,no,3,0,36287,5,0
4588,62,2,no,3,1,31268,5,0
4589,78,3,no,2,1,35356,5,7
4590,54,2,no,1,1,34099,5,0
4591,35,1,no,4,0,34258,5,0
4592,26,1,no,0,1,34513,5,0
4593,68,2,yes,2,1,37742,5,0
4594,50,2,no,0,0,36975,5,0
4595,81,2,no,2,1,36366,5,20
4596,44,2,no,0,0,39466,5,0
4597,77,2,no,4,0,34562,5,23
4598,53,2,no,0,1,38449,5,0
4599,79,2,no,0,0,34180,5,22
4600,34,2,no,2,0,33359,5,0
4601,30,2,no,0,0,30561,5,0
4602,68,2,no,1,1,39925,5,0
4603,79,2,no,3,1,36099,5,22
4604,47,1,no,0,1,35418,5,0
4605,27,2,no,1,0,32039,5,0
4606,63,2,no,3,0,31390,5,0
4607,51,2,no,3,1,31222,5,0
4608,78,3,no,0,0,36627,5,7
4609,77,2,no,1,0,33069,5,23
4610,25,3,no,1,0,32656,5,0
4611,66,1,no,3,0,37918,5,0
4612,29,3,no,0,0,36227,5,0
4613,41,2,no,1,0,38679,5,0
4614,50,1,yes,4,1,34913,5,0
4615,72,2,no,3,0,32153,5,0
4616,50,2,no,1,1,33635,5,0
4617,72,2,no,2,0,35489,5,0
4618,38,2,no,0,1,30191,5,0
4619,49,2,no,0,1,38221,5,0
4620,58,3,no,1,1,39230,5,0
4621,60,2,no,2,1,30849,5,0
4622,71,3,no,1,0,32195,5,0
4623,39,2,no,0,0,33981,5,0
4624,43,2,no,0,1,32364,5,0
4625,29,1,no,3,0,34081,5,0
4626,57,1,no,0,1,35757,5,0
4627,27,1,no,2,1,33481,5,0
4628,61,3,no,1,0,33272,5,0
4629,61,2,no,2,1,36535,5,0
4630,64,2,no,2,1,36076,5,0
4631,76,2,no,0,1,35280,5,24
4632,40,3,no,1,0,37437,5,0
4633,33,2,no,3,0,38131,5,0
4634,38,2,no,2,0,36956,5,0
4635,65,1,no,2,1,36088,5,0
4636,60,1,no,0,0,34363,5,0
4637,32,1,no,3,0,30447,5,0
4638,34,2,no,1,0,33927,5,0
4639,34,2,no,2,1,32329,5,0
4640,63,2,no,0,0,30373,5,0
4641,56,2,no,1,1,36206,5,0
4642,47,3,no,3,0,30160,5,0
4643,55,1,no,3,1,34804,5,0
4644,32,1,no,4,0,35560,5,0
4645,61,2,no,1,0,38443,5,0
4646,37,1,no,0,1,37966,5,0
4647,54,2,yes,0,1,33489,5,0
4648,68,1,no,2,0,31783,5,0
4649,71,2,no,0,0,37639,5,0
4650,29,2,no,2,0,31269,5,0
4651,60,2,no,0,0,36431,5,0
4652,32,2,no,1,0,30689,5,0
4653,28,1,no,0,1,33092,5,0
4654,65,2,no,1,0,35044,5,0
4655,75,3,yes,2,0,31378,5,6
4656,61,3,no,2,1,39984,5,0
4657,50,2,no,4,0,33957,5,0
4658,37,2,no,1,0,38200,5,0
4659,55,1,no,4,0,30454,5,0
4660,55,1,no,1,0,30601,5,0
4661,69,1,no,0,1,38870,5,0
4662,75,2,no,3,0,30861,5,26
4663,78,1,no,3,1,36201,5,8
4664,59,3,yes,2,1,32964,5,0
4665,63,1,no,3,0,32917,5,0
4666,72,2,no,2,1,37180,5,0
4667,36,2,no,0,0,33962,5,0
4668,28,3,no,3,0,33624,5,0
4669,68,2,no,0,0,38673,5,0
4670,35,2,no,0,0,36641,5,0
4671,36,2,no,0,1,30091,5,0
4672,49,3,no,2,0,31957,5,0
4673,46,1,no,1,1,35763,5,0
4674,58,1,no,2,1,31021,5,0
4675,33,3,no,3,0,34477,5,0
4676,62,2,no,3,1,36709,5,0
4677,44,3,no,0,0,37906,5,0
4678,50,2,no,0,1,39822,5,0
4679,40,2,no,1,0,32378,5,0
4680,54,3,no,1,1,38330,5,0
4681,26,2,no,1,0,34942,5,0
4682,71,1,no,1,1,39046,5,0
4683,40,3,no,3,1,33638,5,0
4684,52,2,no,0,0,31246,5,0
4685,26,2,no,2,0,31346,5,0
4686,52,2,no,0,0,34185,5,0
4687,29,2,no,2,1,31598,5,0
4688,52,1,no,1,0,34436,5,0
4689,53,1,no,2,0,39003,5,0
4690,65,2,no,1,1,37973,5,0
4691,76,2,no,2,0,32623,5,24
4692,27,3,no,1,1,31767,5,0
4693,27,2,no,2,0,33564,5,0
4694,46,1,yes,0,0,36751,5,0
4695,54,2,no,1,1,34420,5,0
4696,42,2,no,2,0,33768,5,0
4697,29,1,no,3,1,33448,5,0
4698,48,2,no,3,1,39509,5,0
4699,50,3,no,0,0,36689,5,0
4700,26,3,no,0,0,39094,5,0
4701,57,2,no,3,1,38680,5,0
4702,70,2,no,1,1,32459,5,0
4703,57,2,no,3,0,30118,5,0
4704,55,1,no,1,0,31313,5,0
4705,71,2,no,3,0,39862,5,0
4706,29,2,no,4,1,31252,5,0
4707,27,2,no,0,1,31770,5,0
4708,33,3,no,0,1,31169,5,0
4709,81,2,no,0,0,37220,5,20
4710,80,2,no,0,0,32216,5,21
4711,79,1,no,1,0,34872,5,6
4712,29,2,no,0,1,34350,5,0
4713,55,2,no,2,0,36384,5,0
4714,73,2,no,1,1,31339,5,0
4715,78,3,no,0,0,38715,5,7
4716,66,2,no,1,1,39611,5,0
4717,55,3,no,0,0,38576,5,0
4718,46,3,no,0,1,33602,5,0
4719,39,2,no,3,1,34522,5,0
4720,28,2,no,3,0,33753,5,0
4721,32,2,no,0,0,32254,5,0
4722,77,2,no,1,0,35096,5,23
4723,45,2,no,1,1,37853,5,0
4724,74,2,no,2,1,32991,5,27
4725,41,2,no,2,1,35236,5,0
4726,31,2,no,0,0,37785,5,0
4727,44,3,no,2,0,38732,5,0
4728,33,2,no,0,0,34050,5,0
4729,50,1,no,2,1,39392,5,0
4730,31,2,no,1,0,35709,5,0
4731,27,2,no,2,0,32708,5,0
4732,31,2,no,2,0,37959,5,0
4733,42,2,no,3,1,39654,5,0
4734,52,2,no,0,1,31006,5,0
4735,38,2,no,0,0,32106,5,0
4736,69,2,no,3,1,37040,5,0
4737,25,3,no,0,0,39377,5,0
4738,36,2,no,3,0,31453,5,0
4739,39,3,no,1,1,31991,5,0
4740,31,1,no,1,0,32540,5,0
4741,75,2,no,0,0,31898,5,26
4742,79,1,no,1,1,30141,5,7
4743,77,1,no,4,1,34153,5,8
4744,50,1,no,2,1,39829,5,0
4745,68,1,no,3,0,38604,5,0
4746,53,2,no,4,0,30165,5,0
4747,70,3,no,1,0,34177,5,0
4748,75,2,no,1,1,39852,5,26
4749,79,1,no,2,0,38184,5,7
4750,35,1,no,2,0,33732,5,0
4751,78,1,no,1,0,35189,5,7
4752,70,1,no,0,0,35248,5,0
4753,71,3,no,1,1,37496,5,0
4754,57,2,no,4,0,37447,5,0
4755,65,2,no,1,1,38812,5,0
4756,49,2,no,0,1,39680,5,0
4757,26,2,no,1,0,39125,5,0
4758,53,2,no,4,0,37943,5,0
4759,26,2,no,0,1,37610,5,0
4760,39,2,no,2,1,34470,5,0
4761,42,2,no,2,1,34194,5,0
4762,65,2,no,0,1,32144,5,0
4763,80,2,no,3,1,30602,5,21
4764,74,1,no,0,1,34659,5,0
4765,42,3,yes,1,1,30983,5,0
4766,44,2,no,2,0,31173,5,0
4767,73,2,no,0,0,33785,5,0
4768,53,2,no,3,1,31592,5,0
4769,57,3,no,1,1,34030,5,0
4770,53,1,no,1,1,32859,5,0
4771,61,3,no,1,1,33579,5,0
4772,33,1,no,1,0,34305,5,0
4773,62,2,no,0,0,32042,5,0
4774,50,1,no,0,0,37040,5,0
4775,34,3,no,4,1,39754,5,0
4776,36,3,no,2,0,31994,5,0
4777,47,1,no,1,0,32170,5,0
4778,29,2,no,0,0,36272,5,0
4779,52,1,no,0,1,38998,5,0
4780,56,2,no,1,1,30238,5,0
4781,26,1,no,2,0,36837,5,0
4782,66,2,no,0,0,32585,5,0
4783,43,2,no,2,1,38916,5,0
4784,31,2,no,0,0,38949,5,0
4785,41,3,no,0,0,34200,5,0
4786,62,3,no,1,0,35159,5,0
4787,60,1,no,1,0,31251,5,0
4788,26,2,no,0,1,35827,5,0
4789,74,2,yes,0,1,33575,5,22
4790,49,2,no,0,1,37536,5,0
4791,50,1,no,3,0,36987,5,0
4792,54,1,no,2,1,37696,5,0
4793,35,3,no,0,1,31998,5,0
4794,66,1,yes,3,1,30993,5,0
4795,69,2,no,2,1,38005,5,0
4796,65,3,no,1,1,32699,5,0
4797,75,3,no,1,0,37937,5,11
4798,42,1,no,2,1,37668,5,0
4799,73,3,no,1,1,33724,5,13
4800,81,1,no,0,1,32056,5,5
4801,58,2,no,3,1,30185,5,0
4802,32,1,no,2,1,34614,5,0
4803,36,2,no,1,0,32582,5,0
4804,67,1,no,1,1,36671,5,0
4805,34,2,no,4,1,36221,5,0
4806,49,3,no,4,0,32373,5,0
4807,53,2,no,0,1,32596,5,0
4808,57,2,no,0,1,32900,5,0
4809,50,2,no,3,1,37922,5,0
4810,33,1,no,0,1,32121,5,0
4811,57,2,no,0,0,30693,5,0
4812,74,1,no,0,1,31551,5,0
4813,46,2,no,2,0,32754,5,0
4814,34,2,no,1,1,32294,5,0
4815,77,2,no,0,0,36788,5,23
4816,70,2,no,1,0,31266,5,0
4817,52,3,no,0,0,34000,5,0
4818,74,3,no,1,0,35434,5,12
4819,36,2,no,0,1,36020,5,0
4820,68,3,no,0,1,32669,5,0
4821,38,1,no,2,0,32973,5,0
4822,35,2,no,0,0,30740,5,0
4823,34,2,no,0,1,36978,5,0
4824,42,3,no,1,0,34207,5,0
4825,34,3,no,2,0,32615,5,0
4826,58,1,no,0,0,35120,5,0
4827,65,2,no,3,1,34415,5,0
4828,39,3,no,0,1,34791,5,0
4829,59,1,no,3,1,35431,5,0
4830,79,2,no,0,1,32091,5,21
4831,48,3,no,0,1,30439,5,0
4832,30,2,no,4,1,31775,5,0
4833,68,2,no,1,1,33568,5,0
4834,70,3,no,0,0,30615,5,0
4835,79,3,no,2,1,30666,5,7
4836,36,1,no,1,0,33745,5,0
4837,45,2,no,4,0,36952,5,0
4838,50,2,no,3,1,36829,5,0
4839,30,2,no,0,1,32118,5,0
4840,58,2,no,2,1,34344,5,0
4841,71,3,no,2,1,39436,5,0
4842,59,2,no,1,1,31823,5,0
4843,75,3,no,1,1,35181,5,11
4844,78,2,no,0,0,34379,5,23
4845,30,3,no,3,1,36897,5,0
4846,25,3,no,1,0,39111,5,0
4847,60,2,no,0,0,38978,5,0
4848,36,3,no,1,1,33596,5,0
4849,33,2,no,1,1,31181,5,0
4850,45,2,no,1,1,33279,5,0
4851,56,3,no,2,1,36915,5,0
4852,32,3,no,2,0,30149,5,0
4853,57,1,no,0,1,37236,5,0
4854,37,1,yes,4,0,39072,5,0
4855,36,2,no,0,1,33566,5,0
4856,40,3,no,1,1,30061,5,0
4857,49,1,no,0,1,32484,5,0
4858,33,3,no,1,1,35885,5,0
4859,62,1,no,0,1,32599,5,0
4860,57,1,no,0,0,37033,5,0
4861,45,2,no,0,1,34116,5,0
4862,30,3,yes,0,1,36160,5,0
4863,62,3,no,0,1,39618,5,0
4864,78,3,no,0,1,35054,5,7
4865,48,2,no,3,0,32431,5,0
4866,40,2,no,4,1,31417,5,0
4867,50,2,no,1,0,39825,5,0
4868,31,1,no,1,0,38579,5,0
4869,25,2,no,0,0,31185,5,0
4870,71,1,no,0,0,32964,5,0
4871,51,1,no,0,1,33842,5,0
4872,58,3,no,2,0,36287,5,0
4873,43,3,no,0,1,34155,5,0
4874,41,1,no,3,1,34226,5,0
4875,40,2,no,1,0,31013,5,0
4876,52,3,no,0,1,37569,5,0
4877,30,2,no,1,1,37441,5,0
4878,51,2,no,0,1,33792,5,0
4879,39,2,no,0,1,31455,5,0
4880,45,2,no,0,0,35394,5,0
4881,42,2,yes,3,1,39151,5,0
4882,44,2,no,3,0,31909,5,0
4883,43,3,no,1,1,33811,5,0
4884,78,2,no,2,1,36189,5,23
4885,64,2,no,3,0,38431,5,0
4886,27,1,no,0,0,38906,5,0
4887,72,2,no,0,0,33284,5,0
4888,26,3,no,0,0,35287,5,0
4889,28,3,no,0,0,36791,5,0
4890,36,3,no,0,1,34848,5,0
4891,51,2,no,4,0,32855,5,0
4892,29,2,no,1,0,31477,5,0
4893,71,2,no,2,1,35305,5,0
4894,62,2,no,1,0,39320,5,0
4895,33,3,no,2,0,35779,5,0
4896,73,3,no,1,1,34247,5,0
4897,45,2,no,0,0,39406,5,0
4898,53,1,no,1,1,37268,5,0
4899,74,2,no,3,1,39635,5,0
4900,53,2,no,1,1,35563,5,0
4901,25,1,no,3,0,39448,5,0
4902,25,1,no,2,1,37447,5,0
4903,27,1,no,0,1,36166,5,0
4904,79,3,no,1,1,39312,5,7
4905,35,3,no,0,1,38320,5,0
4906,70,2,no,2,0,30405,5,0
4907,25,2,no,1,0,39184,5,0
4908,35,2,no,0,0,36475,5,0
4909,40,2,no,2,0,36416,5,0
4910,80,1,no,0,0,37371,5,6
4911,70,2,yes,0,1,34838,5,0
4912,77,2,no,2,0,33602,5,23
4913,77,2,no,1,0,37588,5,23
4914,72,2,no,2,0,31342,5,0
4915,75,3,no,0,1,33975,5,11
4916,56,1,yes,1,1,32814,5,0
4917,54,1,no,1,1,39005,5,0
4918,60,2,no,2,0,34011,5,0
4919,26,2,no,3,0,38055,5,0
4920,42,1,no,1,1,37597,5,0
4921,55,2,no,1,1,33346,5,0
4922,28,2,no,3,0,36367,5,0
4923,73,3,no,0,1,34671,5,0
4924,75,2,no,1,0,38472,5,26
4925,48,1,no,0,0,35859,5,0
4926,26,2,no,3,1,34307,5,0
4927,34,2,yes,0,1,38102,5,0
4928,35,3,no,2,1,38612,5,0
4929,30,3,no,1,0,39527,5,0
4930,26,3,no,1,0,39288,5,0
4931,59,3,no,1,1,39081,5,0
4932,47,2,no,1,0,37580,5,0
4933,26,2,no,1,0,38829,5,0
4934,49,2,no,1,0,36213,5,0
4935,35,3,no,2,1,34212,5,0
4936,27,1,no,4,1,33830,5,0
4937,60,2,no,1,1,31287,5,0
4938,31,2,no,0,0,35647,5,0
4939,44,2,no,1,1,35148,5,0
4940,65,3,no,1,0,38297,5,0
4941,50,2,no,0,0,36778,5,0
4942,63,1,no,1,1,32719,5,0
4943,40,2,no,3,1,37107,5,0
4944,57,3,no,0,0,39941,5,0
4945,50,2,no,1,1,30387,5,0
4946,50,1,no,1,1,36061,5,0
4947,79,2,no,3,1,30884,5,22
4948,40,3,no,3,0,39471,5,0
4949,75,2,yes,4,1,31920,5,21
4950,42,1,no,3,0,33416,5,0
4951,61,2,no,1,0,37642,5,0
4952,81,2,no,3,0,36712,5,20
4953,43,3,no,0,1,31410,5,0
4954,49,1,no,2,1,30422,5,0
4955,55,2,no,0,1,35410,5,0
4956,45,3,yes,1,0,33208,5,0
4957,55,1,no,2,0,32085,5,0
4958,75,2,no,0,0,31587,5,0
4959,53,1,no,1,0,33631,5,0
4960,32,2,no,2,0,36834,5,0
4961,68,2,no,1,0,38186,5,0
4962,76,2,no,3,1,39426,5,24
4963,43,2,no,3,0,30039,5,0
4964,52,2,no,2,1,36902,5,0
4965,50,1,no,0,1,38437,5,0
4966,37,1,no,2,0,34035,5,0
4967,34,2,no,3,0,30453,5,0
4968,36,2,no,1,0,33486,5,0
4969,62,2,no,2,0,36823,5,0
4970,56,1,no,1,1,32263,5,0
4971,51,3,no,0,1,35614,5,0
4972,51,1,no,0,1,37088,5,0
4973,73,1,no,1,0,30372,5,0
4974,64,3,no,3,1,38744,5,0
4975,34,1,no,2,1,39321,5,0
4976,71,3,no,0,1,39910,5,0
4977,54,2,no,4,1,36516,5,0
4978,43,2,no,0,1,33331,5,0
4979,26,2,no,4,0,32902,5,0
4980,47,3,no,1,1,39267,5,0
4981,31,2,no,3,0,30740,5,0
4982,54,2,no,0,0,36831,5,0
4983,35,2,no,0,1,33674,5,0
4984,38,2,no,2,1,37677,5,0
4985,50,3,no,0,0,33887,5,0
4986,63,2,no,4,0,30067,5,0
4987,29,3,no,4,0,32778,5,0
4988,63,3,no,0,1,34178,5,0
4989,39,3,no,0,1,38880,5,0
4990,63,3,no,0,1,36234,5,0
4991,48,1,no,0,0,38093,5,0
4992,37,1,no,0,1,36529,5,0
4993,46,3,no,0,0,39495,5,0
4994,36,2,no,0,1,30123,5,0
4995,25,1,no,3,1,35958,5,0
4996,43,1,no,0,1,34431,5,0
4997,32,2,no,4,0,35722,5,0
4998,54,3,no,0,0,38167,5,0
4999,54,2,no,2,0,30090,5,0
5000,46,2,no,3,1,35681,5,0
5001,61,3,no,0,1,37023,6,0
5002,59,1,no,2,1,37244,6,0
5003,27,1,no,0,1,35599,6,0
5004,56,2,no,0,1,30612,6,0
5005,42,1,no,1,0,30927,6,0
5006,47,2,yes,0,1,36294,6,0
5007,75,3,no,0,0,36849,6,11
5008,81,3,no,0,0,36005,6,5
5009,75,3,no,0,0,32339,6,11
5010,80,3,no,1,1,35246,6,6
5011,70,2,no,0,1,30957,6,0
5012,74,2,no,2,0,39524,6,27
5013,79,2,no,2,1,36839,6,22
5014,59,2,no,0,1,32051,6,0
5015,28,2,no,0,0,30983,6,0
5016,78,2,no,0,1,37921,6,22
5017,72,3,no,3,1,39557,6,0
5018,77,2,no,1,0,34938,6,23
5019,39,3,no,1,1,31665,6,0
5020,51,2,no,4,0,37587,6,0
5021,36,2,no,3,0,36005,6,0
5022,31,1,no,2,1,39384,6,0
5023,38,3,no,3,1,37749,6,0
5024,66,3,no,0,0,31140,6,0
5025,32,3,no,2,1,39449,6,0
5026,78,1,no,4,1,36736,6,7
5027,32,1,no,3,1,34134,6,0
5028,66,2,yes,0,1,38703,6,0
5029,29,3,no,2,0,30275,6,0
5030,38,2,no,0,1,37042,6,0
5031,48,3,no,4,1,32206,6,0
5032,56,1,no,2,0,32287,6,0
5033,76,2,no,3,1,37015,6,24
5034,78,3,no,2,1,32510,6,7
5035,39,2,no,2,1,32250,6,0
5036,44,2,no,3,0,32768,6,0
5037,34,2,yes,0,0,34044,6,0
5038,63,2,no,0,1,38173,6,0
5039,38,1,no,1,1,38052,6,0
5040,50,3,no,0,0,35283,6,0
5041,27,2,no,1,0,37872,6,0
5042,37,2,no,0,1,32581,6,0
5043,39,2,no,3,1,34727,6,0
5044,62,1,no,0,1,39109,6,0
5045,56,2,no,3,0,30995,6,0
5046,68,1,no,2,0,30857,6,0
5047,57,2,yes,4,1,32690,6,0
5048,32,1,no,0,1,30256,6,0
5049,41,3,no,1,0,34681,6,0
5050,49,1,no,3,0,31681,6,0
5051,34,2,yes,1,0,32626,6,0
5052,68,2,no,0,1,37734,6,0
5053,68,1,no,1,1,38293,6,0
5054,47,3,no,3,1,30665,6,0
5055,77,2,no,2,1,31060,6,23
5056,36,1,yes,1,1,30070,6,0
5057,38,2,no,0,0,34875,6,0
5058,31,1,no,3,1,32366,6,0
5059,79,2,no,1,0,32427,6,22
5060,49,3,no,2,0,37658,6,0
5061,33,2,no,1,1,30919,6,0
5062,80,3,no,3,0,37858,6,6
5063,65,2,no,3,1,34393,6,0
5064,46,2,no,0,0,33784,6,0
5065,47,3,no,3,1,37360,6,0
5066,53,1,no,1,0,37983,6,0
5067,65,2,no,0,0,34977,6,0
5068,36,1,no,0,0,31644,6,0
5069,33,1,no,1,1,35929,6,0
5070,41,2,no,1,1,32882,6,0
5071,38,2,no,0,1,32621,6,0
5072,52,2,no,2,0,30350,6,0
5073,45,2,no,4,0,37830,6,0
5074,79,3,no,0,0,30286,6,7
5075,44,2,no,0,0,37988,6,0
5076,28,1,no,0,0,39686,6,0
5077,26,2,no,4,1,31275,6,0
5078,30,2,yes,4,1,35939,6,0
5079,38,1,no,0,1,36942,6,0
5080,38,2,no,1,0,34988,6,0
5081,52,1,no,2,1,39919,6,0
5082,74,2,no,1,1,35524,6,27
5083,66,1,no,2,0,30706,6,0
5084,39,1,no,1,0,35547,6,0
5085,80,1,no,3,1,32363,6,6
5086,76,3,no,3,1,33953,6,9
5087,27,2,no,2,0,38609,6,0
5088,39,3,no,3,0,36782,6,0
5089,69,1,no,1,0,30161,6,0
5090,49,3,no,2,1,30733,6,0
5091,27,2,no,1,0,31447,6,0
5092,72,1,no,3,1,38730,6,0
5093,43,2,no,1,0,35055,6,0
5094,67,3,no,1,0,34228,6,0
5095,43,3,no,1,1,37544,6,0
5096,73,3,no,0,0,38032,6,0
5097,44,2,no,3,1,32115,6,0
5098,72,3,no,1,0,30975,6,0
5099,42,2,no,2,1,37543,6,0
5100,75,2,no,1,0,34537,6,26
5101,76,1,no,1,0,38473,6,9
5102,58,3,no,3,1,30613,6,0
5103,60,2,yes,0,0,32751,6,0
